waypoint_idx,x,y,right_ok,left_ok,ego_lane,road_width,link_id
2219,61.595,272.015,0,0,1,3.50,A2256W000846
2220,61.627,271.516,0,0,1,3.50,A2256W000846
2221,61.659,271.017,0,0,1,3.50,A2256W000846
2222,61.691,270.518,0,0,1,3.50,A2256W000846
2223,61.723,270.019,0,0,1,3.50,A2256W000846
2224,61.755,269.520,0,0,1,3.50,A2256W000846
2225,61.779,269.021,0,0,1,3.50,A2256W000846
2226,61.802,268.522,0,0,1,3.50,A2256W000846
2227,61.826,268.022,0,0,1,3.50,A2256W000846
2228,61.850,267.523,0,0,1,3.50,A2256W000846
2229,61.874,267.023,0,0,1,3.50,A2256W000846
2230,61.885,266.523,0,0,1,3.50,A2256W000846
2231,61.896,266.024,0,0,1,3.50,A2256W000846
2232,61.907,265.524,0,0,1,3.50,A2256W000846
2233,61.918,265.024,0,0,1,3.50,A2256W000846
2234,61.929,264.524,0,0,1,3.50,A2256W000846
2235,61.940,264.024,0,0,1,3.50,A2256W000846
2236,61.950,263.524,0,0,1,3.50,A2256W000846
2237,61.961,263.024,0,0,1,3.50,A2256W000846
2238,61.970,262.524,0,0,1,3.50,A2256W000846
2239,61.979,262.024,0,0,1,3.50,A2256W000846
2240,61.987,261.524,0,0,1,3.50,A2256W000846
2241,61.996,261.025,0,0,1,3.50,A2256W000846
2242,62.004,260.525,0,0,1,3.50,A2256W000846
2243,62.013,260.025,0,0,1,3.50,A2256W000846
2244,62.022,259.525,0,0,1,3.50,A2256W000846
2245,62.030,259.025,0,0,1,3.50,A2256W000846
2246,62.039,258.525,0,0,1,3.50,A2256W000846
2247,62.048,258.025,0,0,1,3.50,A2256W000846
2248,62.056,257.525,0,0,1,3.50,A2256W000846
2249,62.065,257.025,0,0,1,3.50,A2256W000846
2250,62.073,256.525,0,0,1,3.50,A2256W000846
2251,62.074,256.495,0,1,5,3.50,A2256W000411
2252,62.081,255.995,0,1,5,3.50,A2256W000411
2253,62.089,255.495,0,1,5,3.50,A2256W000411
2254,62.097,254.995,0,1,5,3.50,A2256W000411
2255,62.104,254.495,0,1,5,3.50,A2256W000411
2256,62.112,253.995,0,1,5,3.50,A2256W000411
2257,62.122,253.495,0,1,5,3.50,A2256W000411
2258,62.131,252.995,0,1,5,3.50,A2256W000411
2259,62.141,252.496,0,1,5,3.50,A2256W000411
2260,62.151,251.996,0,1,5,3.50,A2256W000411
2261,62.157,251.496,0,1,5,3.50,A2256W000411
2262,62.164,250.996,0,1,5,3.50,A2256W000411
2263,62.171,250.496,0,1,5,3.50,A2256W000411
2264,62.177,249.996,0,1,5,3.50,A2256W000411
2265,62.184,249.496,0,1,5,3.50,A2256W000411
2266,62.191,248.996,0,1,5,3.50,A2256W000411
2267,62.200,248.496,0,1,5,3.50,A2256W000411
2268,62.209,247.996,0,1,5,3.50,A2256W000411
2269,62.218,247.496,0,1,5,3.50,A2256W000411
2270,62.227,246.996,0,1,5,3.50,A2256W000411
2271,62.237,246.496,0,1,5,3.50,A2256W000411
2272,62.246,245.996,0,1,5,3.50,A2256W000411
2273,62.255,245.496,0,1,5,3.50,A2256W000411
2274,62.264,244.997,0,1,5,3.50,A2256W000411
2275,62.274,244.497,0,1,5,3.50,A2256W000411
2276,62.283,243.997,0,1,5,3.50,A2256W000411
2277,62.287,243.497,0,1,5,3.50,A2256W000411
2278,62.292,242.997,0,1,5,3.50,A2256W000411
2279,62.296,242.497,0,1,5,3.50,A2256W000411
2280,62.300,241.997,0,1,5,3.50,A2256W000411
2281,62.305,241.497,0,1,5,3.50,A2256W000411
2282,62.307,240.997,0,1,5,3.50,A2256W000411
2283,62.308,240.497,0,1,5,3.50,A2256W000411
2284,62.310,239.997,0,1,5,3.50,A2256W000411
2285,62.312,239.497,0,1,5,3.50,A2256W000411
2286,62.314,238.997,0,1,5,3.50,A2256W000411
2287,62.314,238.497,0,1,5,3.50,A2256W000411
2288,62.314,237.997,0,1,5,3.50,A2256W000411
2289,62.314,237.497,0,1,5,3.50,A2256W000411
2290,62.314,236.997,0,1,5,3.50,A2256W000411
2291,62.314,236.497,0,1,5,3.50,A2256W000411
2292,62.319,235.997,0,1,5,3.50,A2256W000411
2293,62.324,235.497,0,1,5,3.50,A2256W000411
2294,62.330,234.997,0,1,5,3.50,A2256W000411
2295,62.335,234.497,0,1,5,3.50,A2256W000411
2296,62.340,233.997,0,1,5,3.50,A2256W000411
2297,62.339,233.497,0,1,5,3.50,A2256W000411
2298,62.339,232.997,0,1,5,3.50,A2256W000411
2299,62.338,232.497,0,1,5,3.50,A2256W000411
2300,62.337,231.997,0,1,5,3.50,A2256W000411
2301,62.337,231.497,0,1,5,3.50,A2256W000411
2302,62.344,230.997,0,1,5,3.50,A2256W000411
2303,62.351,230.497,0,1,5,3.50,A2256W000411
2304,62.358,229.997,0,1,5,3.50,A2256W000411
2305,62.365,229.497,0,1,5,3.50,A2256W000411
2306,62.372,228.997,0,1,5,3.50,A2256W000411
2307,62.375,228.497,0,1,5,3.50,A2256W000411
2308,62.378,227.997,0,1,5,3.50,A2256W000411
2309,62.381,227.497,0,1,5,3.50,A2256W000411
2310,62.384,226.997,0,1,5,3.50,A2256W000411
2311,62.385,226.497,0,1,5,3.50,A2256W000411
2312,62.387,225.997,0,1,5,3.50,A2256W000411
2313,62.388,225.497,0,1,5,3.50,A2256W000411
2314,62.389,224.997,0,1,5,3.50,A2256W000411
2315,62.390,224.497,0,1,5,3.50,A2256W000411
2316,62.391,223.997,0,1,5,3.50,A2256W000411
2317,62.392,223.497,0,1,5,3.50,A2256W000411
2318,62.393,222.997,0,1,5,3.50,A2256W000411
2319,62.394,222.497,0,1,5,3.50,A2256W000411
2320,62.395,221.997,0,1,5,3.50,A2256W000411
2321,62.396,221.497,0,1,5,3.50,A2256W000411
2322,62.397,220.997,0,1,5,3.50,A2256W000411
2323,62.398,220.497,0,1,5,3.50,A2256W000411
2324,62.399,219.997,0,1,5,3.50,A2256W000411
2325,62.400,219.497,0,1,5,3.50,A2256W000411
2326,62.401,218.997,0,1,5,3.50,A2256W000411
2327,62.407,218.497,0,1,5,3.50,A2256W000411
2328,62.414,217.997,0,1,5,3.50,A2256W000411
2329,62.420,217.497,0,1,5,3.50,A2256W000411
2330,62.426,216.997,0,1,5,3.50,A2256W000411
2331,62.433,216.498,0,1,5,3.50,A2256W000411
2332,62.433,215.998,0,1,5,3.50,A2256W000411
2333,62.433,215.498,0,1,5,3.50,A2256W000411
2334,62.434,214.998,0,1,5,3.50,A2256W000411
2335,62.434,214.498,0,1,5,3.50,A2256W000411
2336,62.435,213.998,0,1,5,3.50,A2256W000411
2337,62.440,213.498,0,1,5,3.50,A2256W000411
2338,62.445,212.998,0,1,5,3.50,A2256W000411
2339,62.450,212.498,0,1,5,3.50,A2256W000411
2340,62.455,211.998,0,1,5,3.50,A2256W000411
2341,62.460,211.498,0,1,5,3.50,A2256W000411
2342,62.460,210.998,0,1,5,3.50,A2256W000411
2343,62.460,210.498,0,1,5,3.50,A2256W000411
2344,62.460,209.998,0,1,5,3.50,A2256W000411
2345,62.460,209.498,0,1,5,3.50,A2256W000411
2346,62.459,208.998,0,1,5,3.50,A2256W000411
2347,62.460,208.498,0,1,5,3.50,A2256W000411
2348,62.460,207.998,0,1,5,3.50,A2256W000411
2349,62.461,207.498,0,1,5,3.50,A2256W000411
2350,62.462,206.998,0,1,5,3.50,A2256W000411
2351,62.466,206.498,0,1,5,3.50,A2256W000411
2352,62.470,205.998,0,1,5,3.50,A2256W000411
2353,62.474,205.498,0,1,5,3.50,A2256W000411
2354,62.478,204.998,0,1,5,3.50,A2256W000411
2355,62.483,204.498,0,1,5,3.50,A2256W000411
2356,62.487,203.998,0,1,5,3.50,A2256W000411
2357,62.490,203.498,0,1,5,3.50,A2256W000411
2358,62.492,202.998,0,1,5,3.50,A2256W000411
2359,62.495,202.498,0,1,5,3.50,A2256W000411
2360,62.497,201.998,0,1,5,3.50,A2256W000411
2361,62.500,201.498,0,1,5,3.50,A2256W000411
2362,62.500,200.998,0,1,5,3.50,A2256W000411
2363,62.501,200.498,0,1,5,3.50,A2256W000411
2364,62.501,199.998,0,1,5,3.50,A2256W000411
2365,62.502,199.498,0,1,5,3.50,A2256W000411
2366,62.502,198.998,0,1,5,3.50,A2256W000411
2367,62.507,198.498,0,1,5,3.50,A2256W000411
2368,62.512,197.998,0,1,5,3.50,A2256W000411
2369,62.517,197.498,0,1,5,3.50,A2256W000411
2370,62.522,196.998,0,1,5,3.50,A2256W000411
2371,62.527,196.498,0,1,5,3.50,A2256W000411
2372,62.529,195.998,0,1,5,3.50,A2256W000411
2373,62.531,195.498,0,1,5,3.50,A2256W000411
2374,62.533,194.998,0,1,5,3.50,A2256W000411
2375,62.535,194.498,0,1,5,3.50,A2256W000411
2376,62.537,193.998,0,1,5,3.50,A2256W000411
2377,62.539,193.498,0,1,5,3.50,A2256W000411
2378,62.541,192.998,0,1,5,3.50,A2256W000411
2379,62.544,192.498,0,1,5,3.50,A2256W000411
2380,62.546,191.998,0,1,5,3.50,A2256W000411
2381,62.548,191.498,0,1,5,3.50,A2256W000411
2382,62.550,190.998,0,1,5,3.50,A2256W000411
2383,62.552,190.498,0,1,5,3.50,A2256W000411
2384,62.554,189.998,0,1,5,3.50,A2256W000411
2385,62.556,189.498,0,1,5,3.50,A2256W000411
2386,62.558,188.998,0,1,5,3.50,A2256W000411
2387,62.560,188.498,0,1,5,3.50,A2256W000411
2388,62.562,187.998,0,1,5,3.50,A2256W000411
2389,62.564,187.498,0,1,5,3.50,A2256W000411
2390,62.566,186.998,0,1,5,3.50,A2256W000411
2391,62.568,186.498,0,1,5,3.50,A2256W000411
2392,62.572,185.998,0,1,5,3.50,A2256W000411
2393,62.575,185.498,0,1,5,3.50,A2256W000411
2394,62.578,184.998,0,1,5,3.50,A2256W000411
2395,62.581,184.498,0,1,5,3.50,A2256W000411
2396,62.584,183.998,0,1,5,3.50,A2256W000411
2397,62.587,183.498,0,1,5,3.50,A2256W000411
2398,62.591,182.998,0,1,5,3.50,A2256W000411
2399,62.594,182.498,0,1,5,3.50,A2256W000411
2400,62.597,181.998,0,1,5,3.50,A2256W000411
2401,62.600,181.498,0,1,5,3.50,A2256W000411
2402,62.603,180.998,0,1,5,3.50,A2256W000411
2403,62.606,180.498,0,1,5,3.50,A2256W000411
2404,62.610,179.998,0,1,5,3.50,A2256W000411
2405,62.613,179.498,0,1,5,3.50,A2256W000411
2406,62.616,178.998,0,1,5,3.50,A2256W000411
2407,62.619,178.498,0,1,5,3.50,A2256W000411
2408,62.622,177.998,0,1,5,3.50,A2256W000411
2409,62.625,177.498,0,1,5,3.50,A2256W000411
2410,62.628,176.998,0,1,5,3.50,A2256W000411
2411,62.632,176.498,0,1,5,3.50,A2256W000411
2412,62.640,175.998,0,1,5,3.50,A2256W000411
2413,62.648,175.498,0,1,5,3.50,A2256W000411
2414,62.657,174.998,0,1,5,3.50,A2256W000411
2415,62.665,174.499,0,1,5,3.50,A2256W000411
2416,62.673,173.999,0,1,5,3.50,A2256W000411
2417,62.682,173.499,0,1,5,3.50,A2256W000411
2418,62.690,172.999,0,1,5,3.50,A2256W000411
2419,62.698,172.499,0,1,5,3.50,A2256W000411
2420,62.707,171.999,0,1,5,3.50,A2256W000411
2421,62.715,171.499,0,1,5,3.50,A2256W000411
2422,62.724,170.999,0,1,5,3.50,A2256W000411
2423,62.732,170.499,0,1,5,3.50,A2256W000411
2424,62.740,169.999,0,1,5,3.50,A2256W000411
2425,62.749,169.499,0,1,5,3.50,A2256W000411
2426,62.757,168.999,0,1,5,3.50,A2256W000411
2427,62.770,168.499,0,1,5,3.50,A2256W000411
2428,62.782,168.000,0,1,5,3.50,A2256W000411
2429,62.795,167.500,0,1,5,3.50,A2256W000411
2430,62.808,167.000,0,1,5,3.50,A2256W000411
2431,62.820,166.500,0,1,5,3.50,A2256W000411
2432,62.833,166.000,0,1,5,3.50,A2256W000411
2433,62.846,165.500,0,1,5,3.50,A2256W000411
2434,62.859,165.001,0,1,5,3.50,A2256W000411
2435,62.871,164.501,0,1,5,3.50,A2256W000411
2436,62.884,164.001,0,1,5,3.50,A2256W000411
2437,62.897,163.501,0,1,5,3.50,A2256W000411
2438,62.909,163.001,0,1,5,3.50,A2256W000411
2439,62.922,162.501,0,1,5,3.50,A2256W000411
2440,62.935,162.002,0,1,5,3.50,A2256W000411
2441,62.954,161.502,0,1,5,3.50,A2256W000411
2442,62.974,161.002,0,1,5,3.50,A2256W000411
2443,62.994,160.503,0,1,5,3.50,A2256W000411
2444,63.013,160.003,0,1,5,3.50,A2256W000411
2445,63.033,159.503,0,1,5,3.50,A2256W000411
2446,63.052,159.004,0,1,5,3.50,A2256W000411
2447,63.072,158.504,0,1,5,3.50,A2256W000411
2448,63.092,158.005,0,1,5,3.50,A2256W000411
2449,63.111,157.505,0,1,5,3.50,A2256W000411
2450,63.131,157.005,0,1,5,3.50,A2256W000411
2451,63.150,156.506,0,1,5,3.50,A2256W000411
2452,63.174,156.006,0,1,5,3.50,A2256W000411
2453,63.199,155.507,0,1,5,3.50,A2256W000411
2454,63.223,155.008,0,1,5,3.50,A2256W000411
2455,63.247,154.508,0,1,5,3.50,A2256W000411
2456,63.271,154.009,0,1,5,3.50,A2256W000411
2457,63.295,153.509,0,1,5,3.50,A2256W000411
2458,63.319,153.010,0,1,5,3.50,A2256W000411
2459,63.343,152.510,0,1,5,3.50,A2256W000411
2460,63.367,152.011,0,1,5,3.50,A2256W000411
2461,63.391,151.512,0,1,5,3.50,A2256W000411
2462,63.417,151.012,0,1,5,3.50,A2256W000411
2463,63.444,150.513,0,1,5,3.50,A2256W000411
2464,63.470,150.014,0,1,5,3.50,A2256W000411
2465,63.497,149.514,0,1,5,3.50,A2256W000411
2466,63.523,149.015,0,1,5,3.50,A2256W000411
2467,63.550,148.516,0,1,5,3.50,A2256W000411
2468,63.576,148.016,0,1,5,3.50,A2256W000411
2469,63.603,147.517,0,1,5,3.50,A2256W000411
2470,63.629,147.018,0,1,5,3.50,A2256W000411
2471,63.659,146.519,0,1,5,3.50,A2256W000411
2472,63.689,146.020,0,1,5,3.50,A2256W000411
2473,63.720,145.521,0,1,5,3.50,A2256W000411
2474,63.750,145.022,0,1,5,3.50,A2256W000411
2475,63.780,144.522,0,1,5,3.50,A2256W000411
2476,63.810,144.023,0,1,5,3.50,A2256W000411
2477,63.840,143.524,0,1,5,3.50,A2256W000411
2478,63.870,143.025,0,1,5,3.50,A2256W000411
2479,63.900,142.526,0,1,5,3.50,A2256W000411
2480,63.931,142.027,0,1,5,3.50,A2256W000411
2481,63.961,141.528,0,1,5,3.50,A2256W000411
2482,63.993,141.029,0,1,5,3.50,A2256W000411
2483,64.026,140.530,0,1,5,3.50,A2256W000411
2484,64.058,140.031,0,1,5,3.50,A2256W000411
2485,64.091,139.532,0,1,5,3.50,A2256W000411
2486,64.123,139.033,0,1,5,3.50,A2256W000411
2487,64.156,138.534,0,1,5,3.50,A2256W000411
2488,64.188,138.035,0,1,5,3.50,A2256W000411
2489,64.221,137.536,0,1,5,3.50,A2256W000411
2490,64.253,137.037,0,1,5,3.50,A2256W000411
2491,64.280,136.538,0,1,5,3.50,A2256W000411
2492,64.307,136.039,0,1,5,3.50,A2256W000411
2493,64.333,135.540,0,1,5,3.50,A2256W000411
2494,64.360,135.040,0,1,5,3.50,A2256W000411
2495,64.386,134.541,0,1,5,3.50,A2256W000411
2496,64.413,134.042,0,1,5,3.50,A2256W000411
2497,64.440,133.542,0,1,5,3.50,A2256W000411
2498,64.466,133.043,0,1,5,3.50,A2256W000411
2499,64.493,132.544,0,1,5,3.50,A2256W000411
2500,64.520,132.045,0,1,5,3.50,A2256W000411
2501,64.548,131.545,0,1,5,3.50,A2256W000411
2502,64.577,131.046,0,1,5,3.50,A2256W000411
2503,64.606,130.547,0,1,5,3.50,A2256W000411
2504,64.635,130.048,0,1,5,3.50,A2256W000411
2505,64.664,129.549,0,1,5,3.50,A2256W000411
2506,64.692,129.050,0,1,5,3.50,A2256W000411
2507,64.721,128.550,0,1,5,3.50,A2256W000411
2508,64.750,128.051,0,1,5,3.50,A2256W000411
2509,64.779,127.552,0,1,5,3.50,A2256W000411
2510,64.808,127.053,0,1,5,3.50,A2256W000411
2511,64.836,126.554,0,1,5,3.50,A2256W000411
2512,64.866,126.055,0,1,5,3.50,A2256W000411
2513,64.896,125.555,0,1,5,3.50,A2256W000411
2514,64.925,125.056,0,1,5,3.50,A2256W000411
2515,64.955,124.557,0,1,5,3.50,A2256W000411
2516,64.984,124.058,0,1,5,3.50,A2256W000411
2517,65.014,123.559,0,1,5,3.50,A2256W000411
2518,65.044,123.060,0,1,5,3.50,A2256W000411
2519,65.073,122.561,0,1,5,3.50,A2256W000411
2520,65.103,122.062,0,1,5,3.50,A2256W000411
2521,65.133,121.562,0,1,5,3.50,A2256W000411
2522,65.161,121.063,0,1,5,3.50,A2256W000411
2523,65.190,120.564,0,1,5,3.50,A2256W000411
2524,65.218,120.065,0,1,5,3.50,A2256W000411
2525,65.247,119.566,0,1,5,3.50,A2256W000411
2526,65.275,119.067,0,1,5,3.50,A2256W000411
2527,65.304,118.567,0,1,5,3.50,A2256W000411
2528,65.332,118.068,0,1,5,3.50,A2256W000411
2529,65.361,117.569,0,1,5,3.50,A2256W000411
2530,65.389,117.070,0,1,5,3.50,A2256W000411
2531,65.421,116.571,0,1,5,3.50,A2256W000411
2532,65.452,116.072,0,1,5,3.50,A2256W000411
2533,65.483,115.573,0,1,5,3.50,A2256W000411
2534,65.514,115.074,0,1,5,3.50,A2256W000411
2535,65.545,114.575,0,1,5,3.50,A2256W000411
2536,65.576,114.076,0,1,5,3.50,A2256W000411
2537,65.607,113.577,0,1,5,3.50,A2256W000411
2538,65.639,113.078,0,1,5,3.50,A2256W000411
2539,65.670,112.579,0,1,5,3.50,A2256W000411
2540,65.699,112.079,0,1,5,3.50,A2256W000411
2541,65.728,111.580,0,1,5,3.50,A2256W000411
2542,65.756,111.081,0,1,5,3.50,A2256W000411
2543,65.785,110.582,0,1,5,3.50,A2256W000411
2544,65.814,110.083,0,1,5,3.50,A2256W000411
2545,65.843,109.584,0,1,5,3.50,A2256W000411
2546,65.872,109.084,0,1,5,3.50,A2256W000411
2547,65.901,108.585,0,1,5,3.50,A2256W000411
2548,65.930,108.086,0,1,5,3.50,A2256W000411
2549,65.959,107.587,0,1,5,3.50,A2256W000411
2550,65.987,107.088,0,1,5,3.50,A2256W000411
2551,66.019,106.589,0,1,5,3.50,A2256W000411
2552,66.050,106.090,0,1,5,3.50,A2256W000411
2553,66.081,105.591,0,1,5,3.50,A2256W000411
2554,66.113,105.092,0,1,5,3.50,A2256W000411
2555,66.144,104.593,0,1,5,3.50,A2256W000411
2556,66.175,104.094,0,1,5,3.50,A2256W000411
2557,66.207,103.595,0,1,5,3.50,A2256W000411
2558,66.238,103.096,0,1,5,3.50,A2256W000411
2559,66.269,102.597,0,1,5,3.50,A2256W000411
2560,66.300,102.098,0,1,5,3.50,A2256W000411
2561,66.327,101.598,0,1,5,3.50,A2256W000411
2562,66.353,101.099,0,1,5,3.50,A2256W000411
2563,66.379,100.600,0,1,5,3.50,A2256W000411
2564,66.405,100.100,0,1,5,3.50,A2256W000411
2565,66.431,99.601,0,1,5,3.50,A2256W000411
2566,66.457,99.102,0,1,5,3.50,A2256W000411
2567,66.483,98.602,0,1,5,3.50,A2256W000411
2568,66.509,98.103,0,1,5,3.50,A2256W000411
2569,66.536,97.604,0,1,5,3.50,A2256W000411
2570,66.556,97.104,0,1,5,3.50,A2256W000411
2571,66.577,96.605,0,1,5,3.50,A2256W000411
2572,66.598,96.105,0,1,5,3.50,A2256W000411
2573,66.619,95.605,0,1,5,3.50,A2256W000411
2574,66.639,95.106,0,1,5,3.50,A2256W000411
2575,66.660,94.606,0,1,5,3.50,A2256W000411
2576,66.681,94.107,0,1,5,3.50,A2256W000411
2577,66.702,93.607,0,1,5,3.50,A2256W000411
2578,66.722,93.108,0,1,5,3.50,A2256W000411
2579,66.743,92.608,0,1,5,3.50,A2256W000411
2580,66.764,92.108,0,1,5,3.50,A2256W000411
2581,66.785,91.609,0,1,5,3.50,A2256W000411
2582,66.806,91.109,0,1,5,3.50,A2256W000411
2583,66.826,90.610,0,1,5,3.50,A2256W000411
2584,66.847,90.110,0,1,5,3.50,A2256W000411
2585,66.868,89.611,0,1,5,3.50,A2256W000411
2586,66.885,89.198,1,1,4,3.50,A2256W000409
2587,66.890,88.698,0,1,4,3.50,A2256W000420
2588,66.895,88.198,0,1,4,3.50,A2256W000420
2589,66.900,87.698,0,1,4,3.50,A2256W000420
2590,66.905,87.198,0,1,4,3.50,A2256W000420
2591,66.910,86.698,0,1,4,3.50,A2256W000420
2592,66.915,86.198,0,1,4,3.50,A2256W000420
2593,66.920,85.698,0,1,4,3.50,A2256W000420
2594,66.925,85.198,0,1,4,3.50,A2256W000420
2595,66.931,84.698,0,1,4,3.50,A2256W000420
2596,66.936,84.198,0,1,4,3.50,A2256W000420
2597,66.941,83.698,0,1,4,3.50,A2256W000420
2598,66.946,83.198,0,1,4,3.50,A2256W000420
2599,66.951,82.698,0,1,4,3.50,A2256W000420
2600,66.956,82.198,0,1,4,3.50,A2256W000420
2601,66.961,81.698,0,1,4,3.50,A2256W000420
2602,66.966,81.198,0,1,4,3.50,A2256W000420
2603,66.971,80.698,0,1,4,3.50,A2256W000420
2604,66.976,80.198,0,1,4,3.50,A2256W000420
2605,66.981,79.698,0,1,4,3.50,A2256W000420
2606,66.986,79.198,0,1,4,3.50,A2256W000420
2607,66.988,78.698,0,1,4,3.50,A2256W000420
2608,66.989,78.198,0,1,4,3.50,A2256W000420
2609,66.991,77.698,0,1,4,3.50,A2256W000420
2610,66.993,77.198,0,1,4,3.50,A2256W000420
2611,66.994,76.698,0,1,4,3.50,A2256W000420
2612,66.996,76.198,0,1,4,3.50,A2256W000420
2613,66.997,75.698,0,1,4,3.50,A2256W000420
2614,66.999,75.198,0,1,4,3.50,A2256W000420
2615,67.000,74.698,0,1,4,3.50,A2256W000420
2616,67.005,74.198,0,1,4,3.50,A2256W000420
2617,67.009,73.699,0,1,4,3.50,A2256W000420
2618,67.014,73.199,0,1,4,3.50,A2256W000420
2619,67.018,72.699,0,1,4,3.50,A2256W000420
2620,67.022,72.199,0,1,4,3.50,A2256W000420
2621,67.027,71.699,0,1,4,3.50,A2256W000420
2622,67.031,71.199,0,1,4,3.50,A2256W000420
2623,67.035,70.699,0,1,4,3.50,A2256W000420
2624,67.038,70.199,0,1,4,3.50,A2256W000420
2625,67.041,69.699,0,1,4,3.50,A2256W000420
2626,67.044,69.199,0,1,4,3.50,A2256W000420
2627,67.047,68.699,0,1,4,3.50,A2256W000420
2628,67.051,68.199,0,1,4,3.50,A2256W000420
2629,67.054,67.699,0,1,4,3.50,A2256W000420
2630,67.057,67.199,0,1,4,3.50,A2256W000420
2631,67.060,66.699,0,1,4,3.50,A2256W000420
2632,67.063,66.199,0,1,4,3.50,A2256W000420
2633,67.067,65.699,0,1,4,3.50,A2256W000420
2634,67.070,65.199,0,1,4,3.50,A2256W000420
2635,67.073,64.699,0,1,4,3.50,A2256W000420
2636,67.076,64.199,0,1,4,3.50,A2256W000420
2637,67.080,63.699,0,1,4,3.50,A2256W000420
2638,67.083,63.199,0,1,4,3.50,A2256W000420
2639,67.086,62.699,0,1,4,3.50,A2256W000420
2640,67.089,62.199,0,1,4,3.50,A2256W000420
2641,67.092,61.699,0,1,4,3.50,A2256W000420
2642,67.096,61.199,0,1,4,3.50,A2256W000420
2643,67.099,60.699,0,1,4,3.50,A2256W000420
2644,67.102,60.199,0,1,4,3.50,A2256W000420
2645,67.105,59.699,0,1,4,3.50,A2256W000420
2646,67.109,59.199,0,1,4,3.50,A2256W000420
2647,67.112,58.699,0,1,4,3.50,A2256W000420
2648,67.114,58.199,0,1,4,3.50,A2256W000420
2649,67.115,57.699,0,1,4,3.50,A2256W000420
2650,67.117,57.199,0,1,4,3.50,A2256W000420
2651,67.119,56.699,0,1,4,3.50,A2256W000420
2652,67.121,56.199,0,1,4,3.50,A2256W000420
2653,67.123,55.699,0,1,4,3.50,A2256W000420
2654,67.125,55.199,0,1,4,3.50,A2256W000420
2655,67.127,54.699,0,1,4,3.50,A2256W000420
2656,67.129,54.199,0,1,4,3.50,A2256W000420
2657,67.131,53.699,0,1,4,3.50,A2256W000420
2658,67.132,53.199,0,1,4,3.50,A2256W000420
2659,67.134,52.699,0,1,4,3.50,A2256W000420
2660,67.136,52.199,0,1,4,3.50,A2256W000420
2661,67.138,51.699,0,1,4,3.50,A2256W000420
2662,67.140,51.199,0,1,4,3.50,A2256W000420
2663,67.142,50.699,0,1,4,3.50,A2256W000420
2664,67.145,50.199,0,1,4,3.50,A2256W000420
2665,67.148,49.699,0,1,4,3.50,A2256W000420
2666,67.151,49.199,0,1,4,3.50,A2256W000420
2667,67.154,48.699,0,1,4,3.50,A2256W000420
2668,67.158,48.199,0,1,4,3.50,A2256W000420
2669,67.161,47.699,0,1,4,3.50,A2256W000420
2670,67.164,47.199,0,1,4,3.50,A2256W000420
2671,67.167,46.699,0,1,4,3.50,A2256W000420
2672,67.170,46.199,0,1,4,3.50,A2256W000420
2673,67.173,45.699,0,1,4,3.50,A2256W000420
2674,67.176,45.199,0,1,4,3.50,A2256W000420
2675,67.179,44.699,0,1,4,3.50,A2256W000420
2676,67.183,44.199,0,1,4,3.50,A2256W000420
2677,67.186,43.699,0,1,4,3.50,A2256W000420
2678,67.189,43.199,0,1,4,3.50,A2256W000420
2679,67.192,42.699,0,1,4,3.50,A2256W000420
2680,67.195,42.199,0,1,4,3.50,A2256W000420
2681,67.198,41.699,0,1,4,3.50,A2256W000420
2682,67.201,41.199,0,1,4,3.50,A2256W000420
2683,67.204,40.699,0,1,4,3.50,A2256W000420
2684,67.208,40.199,0,1,4,3.50,A2256W000420
2685,67.211,39.699,0,1,4,3.50,A2256W000420
2686,67.214,39.199,0,1,4,3.50,A2256W000420
2687,67.215,38.699,0,1,4,3.50,A2256W000420
2688,67.217,38.199,0,1,4,3.50,A2256W000420
2689,67.219,37.699,0,1,4,3.50,A2256W000420
2690,67.221,37.199,0,1,4,3.50,A2256W000420
2691,67.222,36.699,0,1,4,3.50,A2256W000420
2692,67.224,36.199,0,1,4,3.50,A2256W000420
2693,67.226,35.699,0,1,4,3.50,A2256W000420
2694,67.227,35.199,0,1,4,3.50,A2256W000420
2695,67.229,34.699,0,1,4,3.50,A2256W000420
2696,67.231,34.199,0,1,4,3.50,A2256W000420
2697,67.232,33.699,0,1,4,3.50,A2256W000420
2698,67.234,33.199,0,1,4,3.50,A2256W000420
2699,67.236,32.699,0,1,4,3.50,A2256W000420
2700,67.237,32.199,0,1,4,3.50,A2256W000420
2701,67.239,31.699,0,1,4,3.50,A2256W000420
2702,67.241,31.199,0,1,4,3.50,A2256W000420
2703,67.242,30.699,0,1,4,3.50,A2256W000420
2704,67.245,30.199,0,1,4,3.50,A2256W000420
2705,67.248,29.699,0,1,4,3.50,A2256W000420
2706,67.251,29.199,0,1,4,3.50,A2256W000420
2707,67.254,28.699,0,1,4,3.50,A2256W000420
2708,67.257,28.199,0,1,4,3.50,A2256W000420
2709,67.260,27.699,0,1,4,3.50,A2256W000420
2710,67.263,27.199,0,1,4,3.50,A2256W000420
2711,67.266,26.699,0,1,4,3.50,A2256W000420
2712,67.269,26.199,0,1,4,3.50,A2256W000420
2713,67.272,25.699,0,1,4,3.50,A2256W000420
2714,67.275,25.199,0,1,4,3.50,A2256W000420
2715,67.278,24.699,0,1,4,3.50,A2256W000420
2716,67.281,24.199,0,1,4,3.50,A2256W000420
